text,category,clean_text
Why is your exchange rate so bad?,card_payment_wrong_exchange_rate,exchange rate bad
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate,exchange rate look wrong holiday purchase
"I purchased something abroad, and the exchange rate that was applied was wrong.",card_payment_wrong_exchange_rate,purchase abroad exchange rate apply wrong
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate,buy issue exchange rate apply
I think there has been a mistake on my exchange rate for this purchase.,card_payment_wrong_exchange_rate,think mistake exchange rate purchase
You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,correct exchange rate item buy
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate,check google exchange rate bad update
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate,charge holiday purchase exchange rate wrong
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate,regard card payment exchange rate incorrect
I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate,bough item exchange rate incorrect
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,card_payment_wrong_exchange_rate,charge purchase foreign currency not offer market rate
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,card_payment_wrong_exchange_rate,question today exchange rate ruble pound hope well return
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate,feel charge exchange rate payment saturday
My currency rate is inaccurate.,card_payment_wrong_exchange_rate,currency rate inaccurate
The currency exchange rate was wrong for a purchase I made.,card_payment_wrong_exchange_rate,currency exchange rate wrong purchase
I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,purchase abroad incorrect exchange rate apply
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate,exchange rate charge extra payment saturday
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate,charge wrong exchange rate purchase
Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate,change rate item buy different currency wrong
The currency exchange for my purchase in foreign currency is incorrect.,card_payment_wrong_exchange_rate,currency exchange purchase foreign currency incorrect
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,card_payment_wrong_exchange_rate,notice currency exchange rate incorrect pay foreign country
My foreign currency exchange has been applied incorrectly.,card_payment_wrong_exchange_rate,foreign currency exchange apply incorrectly
Why isn't my purchase exchange rate correct?,card_payment_wrong_exchange_rate,not purchase exchange rate correct
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate,notice exchange rate apply recent purchase abroad incorrect
"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate,purchase travel exchange rate apply wrong
Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate,exchange rate different recent purchase
The fee charged when I changed rubles into British pounds was too much.,card_payment_wrong_exchange_rate,fee charge change ruble british pound
I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate,not charge correct exchange rate item purchase
Does the fee for exchange change?,card_payment_wrong_exchange_rate,fee exchange change
The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate,rate apply purchase foreign currency wrong
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,buy travel exchange rate wrong
